id,fecha,iniciador,objetivo,provincia,fuente
1,2015-03-24,Oposicion,Gobierno Sirio,Daraa,SOHR
2,2016-02-06,Gobierno Sirio,Oposicion,Daraa,Media
3,2016-02-05,Gobierno Sirio,Oposicion,Daraa,Media
4,2016-06-09,Oposicion,Gobierno Sirio,Daraa,Twitter
5,2017-02-28,ISIS,Oposicion,Daraa,SOHR
6,2017-02-20,ISIS,Oposicion,Daraa,SOHR
7,2017-02-20,ISIS,Oposicion,Daraa,SOHR
8,2015-12-28,Gobierno Sirio,Oposicion,Daraa,SOHR
9,2016-01-25,Gobierno Sirio,Oposicion,Daraa,SOHR
10,2016-04-08,Oposicion,ISIS,Daraa,SOHR
11,2017-02-20,ISIS,Oposicion,Daraa,SOHR
12,2016-04-04,Oposicion,ISIS,Daraa,SOHR
13,2017-03-27,Oposicion,ISIS,Sweida,SOHR
14,2017-03-27,Oposicion,ISIS,Sweida,SOHR
15,2017-03-24,Oposicion,ISIS,Sweida,Twitter
16,2015-05-05,Oposicion,ISIS,Quneitra,YouTube
17,2015-04-30,Gobierno Sirio,Oposicion,Quneitra,Twitter
18,2015-04-30,Gobierno Sirio,Oposicion,Quneitra,Twitter
19,2014-11-17,Oposicion,Gobierno Sirio,Quneitra,Facebook
20,2015-02-10,Gobierno Sirio,Oposicion,Daraa,SOHR
21,2014-11-17,Oposicion,Gobierno Sirio,Quneitra,Facebook
22,2015-02-27,Gobierno Sirio,Oposicion,Damasco Rural,SOHR
23,2015-02-07,Oposicion,Gobierno Sirio,Damasco Rural,Facebook
24,2015-10-12,Gobierno Sirio,Oposicion,Aleppo,SOHR
25,2017-01-13,Gobierno Sirio,Oposicion,Damasco Rural,Twitter
26,2017-03-27,Oposicion,ISIS,Damasco Rural,SOHR
27,2016-10-14,Gobierno Sirio,Oposicion,Damasco Rural,SOHR
28,2016-11-08,Gobierno Sirio,Oposicion,Damasco Rural,SOHR
29,2016-08-25,Gobierno Sirio,Oposicion,Damasco Rural,SOHR
30,2016-05-19,Gobierno Sirio,Oposicion,Damasco Rural,SOHR
31,2016-05-19,Gobierno Sirio,Oposicion,Damasco Rural,SOHR
32,2016-01-11,Gobierno Sirio,Oposicion,Damasco Rural,Media
33,2016-06-29,Gobierno Sirio,Oposicion,Damasco Rural,SOHR
34,2016-05-09,Oposicion,Oposicion,Damasco,SOHR
35,2016-07-06,Gobierno Sirio,Oposicion,Damasco Rural,SOHR
36,2016-10-11,Gobierno Sirio,Oposicion,Damasco Rural,Twitter
37,2016-10-31,Gobierno Sirio,Oposicion,Damasco Rural,SOHR
38,2016-07-07,Oposicion,Gobierno Sirio,Damasco Rural,SOHR
39,2015-05-06,Gobierno Sirio,Oposicion,Damasco Rural,SOHR
40,2015-05-23,ISIS,Gobierno Sirio,Damasco,SOHR
41,2015-12-10,ISIS,Gobierno Sirio,Homs,SOHR
42,2015-05-21,ISIS,Gobierno Sirio,Homs,SOHR
43,2015-11-22,Gobierno Sirio,ISIS,Homs,Media
44,2015-12-28,Gobierno Sirio,ISIS,Homs,SOHR
45,2016-03-27,Gobierno Sirio,ISIS,Homs,SOHR
46,2016-03-27,Gobierno Sirio,ISIS,Homs,SOHR
47,2016-03-25,Gobierno Sirio,ISIS,Homs,Twitter
48,2017-06-15,Gobierno Sirio,ISIS,Homs,SOHR
49,2017-06-14,Gobierno Sirio,ISIS,Homs,SOHR
50,2017-04-26,Gobierno Sirio,ISIS,Homs,SOHR
51,2015-05-12,ISIS,Gobierno Sirio,Homs,SOHR
52,2017-02-01,Gobierno Sirio,Oposicion,Hama,SOHR
53,2015-12-13,Gobierno Sirio,Oposicion,Hama,SOHR
54,2017-03-31,Gobierno Sirio,Oposicion,Hama,SOHR
55,2017-03-31,Gobierno Sirio,Oposicion,Hama,SOHR
56,2017-03-31,Gobierno Sirio,Oposicion,Hama,SOHR
57,2017-03-31,Gobierno Sirio,Oposicion,Hama,SOHR
58,2017-04-04,Gobierno Sirio,Oposicion,Hama,YouTube
59,2017-03-31,Gobierno Sirio,Oposicion,Hama,SOHR
60,2017-03-31,Gobierno Sirio,Oposicion,Hama,SOHR
61,2017-03-31,Gobierno Sirio,Oposicion,Hama,SOHR
62,2016-03-14,Gobierno Sirio,ISIS,Deir Ezzor,Media
63,2017-04-23,Gobierno Sirio,Oposicion,Hama,SOHR
64,2017-04-10,Gobierno Sirio,Oposicion,Hama,SOHR
65,2016-10-17,Oposicion,Gobierno Sirio,Hama,SOHR
66,2017-04-23,Gobierno Sirio,Oposicion,Hama,SOHR
67,2017-04-20,Gobierno Sirio,Oposicion,Hama,Twitter
68,2017-03-31,Gobierno Sirio,Oposicion,Hama,SOHR
69,2017-03-31,Gobierno Sirio,Oposicion,Hama,SOHR
70,2017-04-23,Gobierno Sirio,Oposicion,Hama,SOHR
71,2016-10-08,Gobierno Sirio,Oposicion,Hama,SOHR
72,2017-04-16,Gobierno Sirio,Oposicion,Hama,SOHR
73,2017-03-31,Gobierno Sirio,Oposicion,Hama,SOHR
74,2016-08-29,Oposicion,Gobierno Sirio,Hama,Twitter
75,2015-10-23,Oposicion,Gobierno Sirio,Hama,SOHR
76,2015-05-14,ISIS,Gobierno Sirio,Deir Ezzor,SOHR
77,2015-10-23,Oposicion,Gobierno Sirio,Hama,SOHR
78,2016-10-08,Gobierno Sirio,Oposicion,Hama,SOHR
79,2016-09-27,Oposicion,Gobierno Sirio,Hama,Twitter
80,2016-10-10,Oposicion,Gobierno Sirio,Hama,SOHR
81,2016-02-26,Gobierno Sirio,ISIS,Aleppo,Twitter
82,2016-10-08,Gobierno Sirio,Oposicion,Hama,SOHR
83,2015-11-04,Oposicion,Gobierno Sirio,Hama,SOHR
84,2017-02-16,Oposicion,Oposicion,Hama,SOHR
85,2015-10-09,Gobierno Sirio,Oposicion,Hama,SOHR
86,2015-09-15,Oposicion,Gobierno Sirio,Idlib,SOHR
87,2015-11-04,Oposicion,Gobierno Sirio,Idlib,SOHR
88,2016-10-08,Gobierno Sirio,Oposicion,Hama,SOHR
89,2016-03-31,Kurdistan Sirio,ISIS,Deir Ezzor,Twitter
90,2014-12-14,Oposicion,Gobierno Sirio,Idlib,Facebook
91,2016-04-10,Oposicion,Gobierno Sirio,Hama,Twitter
92,2015-04-24,Oposicion,Gobierno Sirio,Hama,SOHR
93,2016-04-03,Kurdistan Sirio,ISIS,Deir Ezzor,Media
94,2016-01-12,Gobierno Sirio,Oposicion,Lattakia,Twitter
95,2016-01-13,Gobierno Sirio,Oposicion,Lattakia,Twitter
96,2015-11-22,Gobierno Sirio,Oposicion,Lattakia,SOHR
97,2015-10-10,Gobierno Sirio,Oposicion,Hama,SOHR
98,2016-01-10,Gobierno Sirio,Oposicion,Lattakia,Twitter
99,2016-01-11,Gobierno Sirio,Oposicion,Lattakia,SOHR
100,2015-11-19,Gobierno Sirio,Oposicion,Lattakia,Media
101,2015-12-16,Gobierno Sirio,Oposicion,Lattakia,Media
102,2016-01-13,Gobierno Sirio,Oposicion,Lattakia,Media
103,2016-02-13,Gobierno Sirio,Oposicion,Lattakia,Twitter
104,2016-03-10,Gobierno Sirio,Oposicion,Lattakia,Twitter
105,2016-01-13,Gobierno Sirio,Oposicion,Lattakia,Media
106,2016-01-27,Gobierno Sirio,Oposicion,Lattakia,SOHR
107,2015-11-16,Gobierno Sirio,Oposicion,Lattakia,Media
108,2016-02-16,Gobierno Sirio,Oposicion,Lattakia,Twitter
109,2015-12-07,Gobierno Sirio,Oposicion,Lattakia,Twitter
110,2015-12-29,Gobierno Sirio,Oposicion,Lattakia,Twitter
111,2016-02-13,Gobierno Sirio,Oposicion,Lattakia,Twitter
112,2016-02-14,Gobierno Sirio,Oposicion,Lattakia,Twitter
113,2016-02-14,Gobierno Sirio,Oposicion,Lattakia,Media
114,2017-01-25,Oposicion,Oposicion,Idlib,SOHR
115,2016-01-27,Gobierno Sirio,Oposicion,Lattakia,SOHR
116,2015-07-27,Oposicion,Gobierno Sirio,Hama,Media
117,2015-05-24,Gobierno Sirio,Oposicion,Aleppo,SOHR
118,2016-02-16,Gobierno Sirio,Oposicion,Lattakia,Twitter
119,2016-02-14,Gobierno Sirio,Oposicion,Lattakia,Twitter
120,2016-01-29,Gobierno Sirio,Oposicion,Lattakia,Twitter
121,2016-01-29,Gobierno Sirio,Oposicion,Lattakia,Twitter
122,2016-02-16,Gobierno Sirio,Oposicion,Lattakia,Twitter
123,2017-01-25,Oposicion,Oposicion,Idlib,SOHR
124,2016-01-21,Gobierno Sirio,Oposicion,Lattakia,SOHR
125,2016-02-18,Gobierno Sirio,Oposicion,Lattakia,SOHR
126,2017-04-06,Oposicion,Gobierno Sirio,Lattakia,Twitter
127,2015-05-24,Oposicion,Gobierno Sirio,Aleppo,SOHR
128,2015-06-05,Oposicion,Gobierno Sirio,Idlib,SOHR
129,2016-02-07,Gobierno Sirio,Oposicion,Lattakia,Media
130,2016-03-06,Kurdistan Sirio,ISIS,Hasakeh,Twitter
131,2016-01-24,Gobierno Sirio,Oposicion,Lattakia,Twitter
132,2016-02-20,Gobierno Sirio,Oposicion,Lattakia,Twitter
133,2016-02-23,Gobierno Sirio,Oposicion,Lattakia,Twitter
134,2016-02-17,Gobierno Sirio,Oposicion,Lattakia,Twitter
135,2015-07-27,Oposicion,Gobierno Sirio,Idlib,Media
136,2016-02-06,Gobierno Sirio,Oposicion,Lattakia,Twitter
137,2015-07-27,Oposicion,Gobierno Sirio,Idlib,Media
138,2015-06-05,Oposicion,Gobierno Sirio,Idlib,SOHR
139,2017-03-09,Kurdistan Sirio,ISIS,Deir Ezzor,SOHR
140,2017-01-23,Gobierno Sirio,ISIS,Aleppo,SOHR
141,2015-05-16,Oposicion,Gobierno Sirio,Idlib,Facebook
142,2016-02-22,Gobierno Sirio,Oposicion,Lattakia,Media
143,2016-03-10,Gobierno Sirio,ISIS,Aleppo,Media
144,2016-02-26,Gobierno Sirio,Oposicion,Lattakia,Media
145,2016-01-24,Gobierno Sirio,Oposicion,Lattakia,SOHR
146,2015-06-05,Oposicion,Gobierno Sirio,Idlib,SOHR
147,2017-03-09,Kurdistan Sirio,ISIS,Deir Ezzor,SOHR
148,2017-03-10,Kurdistan Sirio,ISIS,Deir Ezzor,SOHR
149,2015-05-28,Oposicion,Gobierno Sirio,Idlib,SOHR
150,2016-01-23,Gobierno Sirio,Oposicion,Lattakia,Media
151,2017-03-10,Kurdistan Sirio,ISIS,Deir Ezzor,SOHR
152,2015-05-10,Oposicion,Gobierno Sirio,Idlib,YouTube
153,2016-04-15,ISIS,Gobierno Sirio,Aleppo,SOHR
154,2016-02-14,Gobierno Sirio,Oposicion,Lattakia,Twitter
155,2017-03-10,Kurdistan Sirio,ISIS,Raqqa,SOHR
156,2015-05-28,Oposicion,Gobierno Sirio,Idlib,YouTube
157,2015-05-21,Oposicion,Gobierno Sirio,Idlib,SOHR
158,2015-05-12,Oposicion,Gobierno Sirio,Idlib,YouTube
159,2015-12-22,Gobierno Sirio,Oposicion,Lattakia,Twitter
160,2016-03-10,Gobierno Sirio,ISIS,Aleppo,Media
161,2015-05-28,Oposicion,Gobierno Sirio,Idlib,YouTube
162,2015-05-05,Oposicion,Gobierno Sirio,Idlib,YouTube
163,2016-02-25,Kurdistan Sirio,ISIS,Hasakeh,Twitter
164,2017-03-12,Kurdistan Sirio,ISIS,Raqqa,SOHR
165,2015-07-27,Oposicion,Gobierno Sirio,Idlib,SOHR
166,2016-06-17,Oposicion,Gobierno Sirio,Lattakia,SOHR
167,2015-04-22,Oposicion,Gobierno Sirio,Idlib,SOHR
168,2016-03-10,Gobierno Sirio,ISIS,Aleppo,SOHR
169,2015-12-23,Gobierno Sirio,Oposicion,Lattakia,Twitter
170,2016-03-10,Gobierno Sirio,ISIS,Aleppo,Media
171,2016-02-26,Gobierno Sirio,ISIS,Aleppo,SOHR
172,2016-02-25,Kurdistan Sirio,ISIS,Hasakeh,Twitter
173,2017-06-03,Kurdistan Sirio,ISIS,Raqqa,SOHR
174,2015-05-19,Oposicion,Gobierno Sirio,Idlib,YouTube
175,2016-02-27,Kurdistan Sirio,ISIS,Hasakeh,Twitter
176,2016-02-26,Gobierno Sirio,ISIS,Aleppo,Twitter
177,2016-03-06,Oposicion,Gobierno Sirio,Lattakia,SOHR
178,2015-04-22,Oposicion,Gobierno Sirio,Idlib,SOHR
179,2016-02-25,Gobierno Sirio,ISIS,Aleppo,SOHR
180,2015-05-18,Oposicion,Gobierno Sirio,Idlib,SOHR
181,2017-03-20,Kurdistan Sirio,ISIS,Raqqa,SOHR
182,2017-04-03,Oposicion,Oposicion,Aleppo,SOHR
183,2017-03-08,Oposicion,Oposicion,Idlib,Twitter
184,2016-02-27,Kurdistan Sirio,ISIS,Hasakeh,Twitter
185,2016-02-22,Gobierno Sirio,ISIS,Aleppo,Media
186,2017-05-24,Kurdistan Sirio,ISIS,Raqqa,Twitter
187,2017-02-13,ISIS,Kurdistan Sirio,Raqqa,SOHR
188,2016-02-20,Kurdistan Sirio,ISIS,Hasakeh,Media
189,2017-01-19,Oposicion,Oposicion,Idlib,SOHR
190,2017-05-24,Kurdistan Sirio,ISIS,Raqqa,Twitter
191,2016-04-01,Oposicion,Gobierno Sirio,Aleppo,Twitter
192,2016-04-01,Oposicion,Gobierno Sirio,Aleppo,Twitter
193,2016-02-20,Kurdistan Sirio,ISIS,Hasakeh,Twitter
194,2017-05-24,Kurdistan Sirio,ISIS,Raqqa,Twitter
195,2015-12-14,Gobierno Sirio,Oposicion,Aleppo,Twitter
196,2017-03-04,Oposicion,Oposicion,Idlib,Twitter
197,2015-03-23,Oposicion,Gobierno Sirio,Idlib,YouTube
198,2015-12-12,Gobierno Sirio,Oposicion,Aleppo,Media
199,2015-03-25,Oposicion,Gobierno Sirio,Idlib,YouTube
200,2017-05-22,Kurdistan Sirio,ISIS,Raqqa,SOHR
201,2015-03-25,Oposicion,Gobierno Sirio,Idlib,YouTube
202,2017-06-01,Oposicion,Oposicion,Aleppo,Media
203,2015-12-12,Gobierno Sirio,Oposicion,Aleppo,Media
204,2017-05-15,Kurdistan Sirio,ISIS,Raqqa,SOHR
205,2015-03-27,Oposicion,Gobierno Sirio,Idlib,Facebook
206,2017-06-03,Gobierno Sirio,ISIS,Aleppo,SOHR
207,2015-03-25,Oposicion,Gobierno Sirio,Idlib,YouTube
208,2015-12-06,Gobierno Sirio,Oposicion,Aleppo,Twitter
209,2017-05-17,Kurdistan Sirio,ISIS,Raqqa,SOHR
210,2017-06-06,Kurdistan Sirio,ISIS,Raqqa,SOHR
211,2016-03-05,Kurdistan Sirio,ISIS,Deir Ezzor,Twitter
212,2015-12-03,Gobierno Sirio,Oposicion,Aleppo,Facebook
213,2016-02-24,Kurdistan Sirio,ISIS,Hasakeh,Twitter
214,2017-04-04,Oposicion,Oposicion,Aleppo,SOHR
215,2015-11-10,Gobierno Sirio,Oposicion,Aleppo,SOHR
216,2015-10-30,Gobierno Sirio,Oposicion,Aleppo,SOHR
217,2016-03-27,Kurdistan Sirio,ISIS,Hasakeh,Media
218,2017-06-04,Gobierno Sirio,ISIS,Aleppo,SOHR
219,2015-11-11,Gobierno Sirio,Oposicion,Aleppo,YouTube
220,2015-10-30,Gobierno Sirio,Oposicion,Aleppo,Media
221,2015-12-14,Oposicion,Gobierno Sirio,Aleppo,Media
222,2015-10-21,Gobierno Sirio,Oposicion,Aleppo,SOHR
223,2017-03-09,Kurdistan Sirio,ISIS,Raqqa,Twitter
224,2015-10-30,Gobierno Sirio,Oposicion,Aleppo,SOHR
225,2015-11-11,Gobierno Sirio,Oposicion,Aleppo,Twitter
226,2017-06-06,Kurdistan Sirio,ISIS,Raqqa,SOHR
227,2016-02-20,Kurdistan Sirio,ISIS,Hasakeh,Media
228,2015-10-30,Gobierno Sirio,Oposicion,Aleppo,Media
229,2016-02-20,Kurdistan Sirio,ISIS,Hasakeh,Media
230,2015-10-21,Gobierno Sirio,Oposicion,Aleppo,SOHR
231,2017-06-06,Kurdistan Sirio,ISIS,Raqqa,SOHR
232,2016-06-18,Oposicion,Gobierno Sirio,Aleppo,SOHR
233,2017-06-06,Kurdistan Sirio,ISIS,Raqqa,SOHR
234,2017-03-05,Oposicion,Oposicion,Idlib,Twitter
235,2015-10-17,Gobierno Sirio,Oposicion,Aleppo,SOHR
236,2017-05-14,Kurdistan Sirio,ISIS,Raqqa,SOHR
237,2016-02-20,Kurdistan Sirio,ISIS,Hasakeh,SOHR
238,2016-04-10,Oposicion,Gobierno Sirio,Aleppo,SOHR
239,2016-06-18,Oposicion,Gobierno Sirio,Aleppo,SOHR
240,2017-05-14,Kurdistan Sirio,ISIS,Raqqa,SOHR
241,2017-03-06,Oposicion,Oposicion,Idlib,Twitter
242,2016-02-19,Kurdistan Sirio,ISIS,Hasakeh,SOHR
243,2015-10-08,Gobierno Sirio,ISIS,Aleppo,Twitter
244,2016-02-18,Kurdistan Sirio,ISIS,Hasakeh,Twitter
245,2017-05-13,Gobierno Sirio,ISIS,Aleppo,SOHR
246,2015-12-20,Gobierno Sirio,Oposicion,Aleppo,Media
247,2016-02-24,Kurdistan Sirio,ISIS,Hasakeh,Twitter
248,2015-10-18,Gobierno Sirio,Oposicion,Aleppo,Media
249,2017-04-20,Kurdistan Sirio,ISIS,Raqqa,SOHR
250,2017-03-16,Gobierno Sirio,ISIS,Aleppo,SOHR
251,2017-04-20,Kurdistan Sirio,ISIS,Raqqa,SOHR
252,2015-10-16,Gobierno Sirio,ISIS,Aleppo,Media
253,2017-03-16,Gobierno Sirio,ISIS,Aleppo,SOHR
254,2017-03-16,Gobierno Sirio,ISIS,Aleppo,SOHR
255,2015-10-16,Gobierno Sirio,ISIS,Aleppo,Media
256,2016-05-06,Oposicion,Gobierno Sirio,Aleppo,Twitter
257,2016-02-24,Kurdistan Sirio,ISIS,Hasakeh,Twitter
258,2017-03-17,Gobierno Sirio,ISIS,Aleppo,SOHR
259,2015-10-20,Gobierno Sirio,ISIS,Aleppo,SOHR
260,2017-03-20,Gobierno Sirio,ISIS,Aleppo,SOHR
261,2016-01-14,Gobierno Sirio,ISIS,Aleppo,Twitter
262,2016-04-10,Gobierno Sirio,Oposicion,Aleppo,SOHR
263,2017-03-22,Gobierno Sirio,ISIS,Aleppo,SOHR
264,2016-02-21,Gobierno Sirio,ISIS,Aleppo,Media
265,2017-04-22,Oposicion,ISIS,Raqqa,SOHR
266,2016-02-21,Gobierno Sirio,ISIS,Aleppo,Media
267,2016-02-22,Gobierno Sirio,ISIS,Aleppo,Media
268,2016-02-22,Gobierno Sirio,ISIS,Aleppo,Media
269,2017-03-22,Gobierno Sirio,ISIS,Aleppo,SOHR
270,2017-03-18,Gobierno Sirio,ISIS,Aleppo,SOHR
271,2017-03-07,Gobierno Sirio,ISIS,Aleppo,SOHR
272,2017-03-16,Gobierno Sirio,ISIS,Aleppo,SOHR
273,2015-10-17,Gobierno Sirio,ISIS,Aleppo,Media
274,2015-10-24,Gobierno Sirio,Oposicion,Aleppo,SOHR
275,2016-02-16,Gobierno Sirio,Oposicion,Aleppo,Media
276,2017-03-22,Gobierno Sirio,ISIS,Aleppo,SOHR
277,2016-02-21,Gobierno Sirio,ISIS,Aleppo,Media
278,2015-11-08,Gobierno Sirio,ISIS,Aleppo,SOHR
279,2017-04-20,Kurdistan Sirio,ISIS,Raqqa,SOHR
280,2017-03-25,Gobierno Sirio,ISIS,Aleppo,SOHR
281,2016-03-07,Kurdistan Sirio,ISIS,Hasakeh,Twitter
282,2016-02-24,Kurdistan Sirio,ISIS,Hasakeh,Twitter
283,2016-02-21,Gobierno Sirio,ISIS,Aleppo,Media
284,2016-02-21,Gobierno Sirio,ISIS,Aleppo,Media
285,2016-02-20,Gobierno Sirio,ISIS,Aleppo,Twitter
286,2016-02-21,Gobierno Sirio,ISIS,Aleppo,Media
287,2016-02-18,Kurdistan Sirio,ISIS,Hasakeh,Twitter
288,2015-12-03,Gobierno Sirio,ISIS,Aleppo,YouTube
289,2015-11-09,Gobierno Sirio,ISIS,Aleppo,Media
290,2015-11-09,Gobierno Sirio,ISIS,Aleppo,Media
291,2017-03-06,Gobierno Sirio,ISIS,Aleppo,SOHR
292,2016-02-22,Gobierno Sirio,ISIS,Aleppo,Media
293,2016-08-05,Gobierno Sirio,Oposicion,Aleppo,SOHR
294,2016-02-18,Kurdistan Sirio,ISIS,Hasakeh,SOHR
295,2017-03-16,Gobierno Sirio,ISIS,Aleppo,SOHR
296,2016-02-16,Gobierno Sirio,ISIS,Aleppo,SOHR
297,2016-02-21,Gobierno Sirio,ISIS,Aleppo,SOHR
298,2015-12-16,Gobierno Sirio,ISIS,Aleppo,Media
299,2017-03-22,Gobierno Sirio,ISIS,Aleppo,SOHR
300,2016-02-21,Gobierno Sirio,ISIS,Aleppo,Media
301,2016-02-19,Gobierno Sirio,ISIS,Aleppo,Media
302,2016-02-21,Gobierno Sirio,ISIS,Aleppo,SOHR
303,2016-02-18,Kurdistan Sirio,ISIS,Hasakeh,Twitter
304,2016-01-26,Gobierno Sirio,ISIS,Aleppo,SOHR
305,2016-02-24,Kurdistan Sirio,ISIS,Hasakeh,Twitter
306,2017-03-07,Gobierno Sirio,ISIS,Aleppo,SOHR
307,2016-02-13,Gobierno Sirio,ISIS,Aleppo,Twitter
308,2016-01-24,Gobierno Sirio,ISIS,Aleppo,Twitter
309,2017-02-13,Gobierno Sirio,ISIS,Aleppo,SOHR
310,2016-02-24,Kurdistan Sirio,ISIS,Hasakeh,Twitter
311,2016-03-01,Gobierno Sirio,ISIS,Aleppo,YouTube
312,2017-03-07,Gobierno Sirio,ISIS,Aleppo,Twitter
313,2016-02-21,Gobierno Sirio,ISIS,Aleppo,SOHR
314,2016-01-29,Gobierno Sirio,ISIS,Aleppo,Twitter
315,2016-02-24,Kurdistan Sirio,ISIS,Hasakeh,SOHR
316,2017-03-06,Gobierno Sirio,ISIS,Aleppo,SOHR
317,2016-02-12,Gobierno Sirio,ISIS,Aleppo,Media
318,2016-01-22,Gobierno Sirio,ISIS,Aleppo,SOHR
319,2017-02-21,Gobierno Sirio,ISIS,Aleppo,SOHR
320,2015-12-25,Gobierno Sirio,ISIS,Aleppo,SOHR
321,2015-12-25,Gobierno Sirio,ISIS,Aleppo,SOHR
322,2017-03-07,Gobierno Sirio,ISIS,Aleppo,SOHR
323,2016-02-03,Gobierno Sirio,ISIS,Aleppo,Media
324,2015-12-02,Gobierno Sirio,ISIS,Aleppo,Twitter
325,2017-03-07,Gobierno Sirio,ISIS,Aleppo,SOHR
326,2016-02-17,Kurdistan Sirio,ISIS,Hasakeh,Twitter
327,2017-03-07,Gobierno Sirio,ISIS,Aleppo,SOHR
328,2016-07-28,Gobierno Sirio,Oposicion,Aleppo,SOHR
329,2016-11-27,Gobierno Sirio,Oposicion,Aleppo,SOHR
330,2016-02-24,Kurdistan Sirio,ISIS,Hasakeh,Twitter
331,2016-01-30,Gobierno Sirio,ISIS,Aleppo,Twitter
332,2016-01-01,Gobierno Sirio,ISIS,Aleppo,Media
333,2017-03-06,Gobierno Sirio,ISIS,Aleppo,SOHR
334,2016-02-26,Gobierno Sirio,Oposicion,Aleppo,SOHR
335,2016-01-22,Gobierno Sirio,ISIS,Aleppo,SOHR
